Entity,Code,Year,share_neet,Continent,HDI
Afghanistan,AFG,2014,35.06,Asia,0.497
Afghanistan,AFG,2017,42.84,Asia,0.496
Afghanistan,AFG,2020,53.76,Asia,0.501
Albania,ALB,2002,41.8,Europe,0.697
Albania,ALB,2005,35.19,Europe,0.723
Albania,ALB,2007,33.77,Europe,0.742
Albania,ALB,2008,28.17,Europe,0.749
Albania,ALB,2009,30.73,Europe,0.756
Albania,ALB,2010,29.72,Europe,0.769
Albania,ALB,2011,30.01,Europe,0.781
Albania,ALB,2012,27.65,Europe,0.79
Albania,ALB,2013,30.98,Europe,0.793
Albania,ALB,2014,31.39,Europe,0.797
Albania,ALB,2015,29.82,Europe,0.797
Albania,ALB,2016,27.39,Europe,0.797
Albania,ALB,2017,26.23,Europe,0.798
Albania,ALB,2018,26.61,Europe,0.801
Albania,ALB,2019,25.82,Europe,0.805
Algeria,DZA,2009,25.45,Africa,0.714
Algeria,DZA,2010,24.53,Africa,0.718
Algeria,DZA,2011,26,Africa,0.718
Algeria,DZA,2012,22.7,Africa,0.723
Algeria,DZA,2013,21.5,Africa,0.727
Algeria,DZA,2014,22.8,Africa,0.732
Algeria,DZA,2015,21.2,Africa,0.737
Algeria,DZA,2017,20.95,Africa,0.746
Angola,AGO,2004,30.96,Africa,0.448
Angola,AGO,2009,25.81,Africa,0.517
Angola,AGO,2011,10.01,Africa,0.545
Angola,AGO,2014,30.62,Africa,0.577
Angola,AGO,2019,23.06,Africa,0.611
Argentina,ARG,2004,20.98,South America,0.808
Argentina,ARG,2005,19.87,South America,0.812
Argentina,ARG,2006,19.51,South America,0.822
Argentina,ARG,2008,19.42,South America,0.833
Argentina,ARG,2009,20.04,South America,0.835
Argentina,ARG,2010,19.46,South America,0.844
Argentina,ARG,2011,18.4,South America,0.852
Argentina,ARG,2012,18.41,South America,0.85
Argentina,ARG,2013,19.07,South America,0.852
Argentina,ARG,2014,19.67,South America,0.855
Argentina,ARG,2017,19.25,South America,0.861
Argentina,ARG,2018,19.02,South America,0.861
Argentina,ARG,2019,19.23,South America,0.861
Argentina,ARG,2020,22.33,South America,0.851
Armenia,ARM,2009,40.52,Asia,0.741
Armenia,ARM,2011,44.6,Asia,0.752
Armenia,ARM,2012,36.77,Asia,0.761
Armenia,ARM,2013,44.37,Asia,0.766
Armenia,ARM,2014,38.03,Asia,0.772
Armenia,ARM,2015,35.56,Asia,0.777
Armenia,ARM,2016,36.58,Asia,0.783
Armenia,ARM,2017,36.59,Asia,0.785
Armenia,ARM,2018,29.52,Asia,0.789
Armenia,ARM,2019,26.04,Asia,0.796
Armenia,ARM,2020,26.08,Asia,0.761
Aruba,ABW,2010,16.56,North America,NA
Australia,AUS,2009,11.4,Oceania,0.927
Australia,AUS,2010,11.32,Oceania,0.929
Australia,AUS,2011,10.59,Oceania,0.933
Australia,AUS,2012,9.91,Oceania,0.938
Australia,AUS,2013,11.02,Oceania,0.935
Australia,AUS,2014,10.09,Oceania,0.937
Australia,AUS,2015,9.8,Oceania,0.938
Australia,AUS,2016,8.69,Oceania,0.939
Australia,AUS,2017,8.94,Oceania,0.94
Austria,AUT,2004,9.64,Europe,0.895
Austria,AUT,2005,11.84,Europe,0.898
Austria,AUT,2006,11.22,Europe,0.902
Austria,AUT,2007,10.71,Europe,0.905
Austria,AUT,2008,10.37,Europe,0.907
Austria,AUT,2009,11.73,Europe,0.907
Austria,AUT,2010,10.79,Europe,0.912
Austria,AUT,2011,10.56,Europe,0.915
Austria,AUT,2012,10.16,Europe,0.916
Austria,AUT,2013,10.34,Europe,0.915
Austria,AUT,2014,10.76,Europe,0.919
Austria,AUT,2015,11.04,Europe,0.919
Austria,AUT,2016,10.91,Europe,0.921
Austria,AUT,2017,10.45,Europe,0.922
Austria,AUT,2018,10.42,Europe,0.925
Austria,AUT,2019,11.01,Europe,0.928
Austria,AUT,2020,11.42,Europe,0.925
Azerbaijan,AZE,2009,9.4,Asia,0.74
Azerbaijan,AZE,2010,9.64,Asia,0.744
Bangladesh,BGD,2005,30.99,Asia,0.52
Bangladesh,BGD,2006,32.26,Asia,0.527
Bangladesh,BGD,2010,30.06,Asia,0.561
Bangladesh,BGD,2013,32.04,Asia,0.589
Bangladesh,BGD,2016,28.88,Asia,0.632
Bangladesh,BGD,2017,27.39,Asia,0.633
Barbados,BRB,2016,28.99,North America,0.803
Belarus,BLR,2009,12.08,Europe,0.798
Belarus,BLR,2016,0.48,Europe,0.825
Belarus,BLR,2017,0.38,Europe,0.828
Belarus,BLR,2018,0.54,Europe,0.827
Belarus,BLR,2019,9.25,Europe,0.826
Belarus,BLR,2020,9.18,Europe,0.815
Belgium,BEL,2004,8.55,Europe,0.909
Belgium,BEL,2005,13.02,Europe,0.911
Belgium,BEL,2006,11.24,Europe,0.913
Belgium,BEL,2007,11.16,Europe,0.916
Belgium,BEL,2008,10.14,Europe,0.917
Belgium,BEL,2009,11.08,Europe,0.919
Belgium,BEL,2010,10.86,Europe,0.921
Belgium,BEL,2011,11.81,Europe,0.923
Belgium,BEL,2012,12.35,Europe,0.923
Belgium,BEL,2013,12.68,Europe,0.925
Belgium,BEL,2014,12.05,Europe,0.93
Belgium,BEL,2015,12.18,Europe,0.933
Belgium,BEL,2016,9.89,Europe,0.936
Belgium,BEL,2017,9.32,Europe,0.94
Belgium,BEL,2018,9.15,Europe,0.942
Belgium,BEL,2019,9.25,Europe,0.945
Belgium,BEL,2020,9.21,Europe,0.939
Belize,BLZ,2012,11.95,North America,0.727
Belize,BLZ,2013,27.93,North America,0.724
Belize,BLZ,2014,27.79,North America,0.721
Belize,BLZ,2015,27.68,North America,0.721
Belize,BLZ,2016,27.38,North America,0.727
Belize,BLZ,2017,27.38,North America,0.722
Belize,BLZ,2019,24.88,North America,0.725
Benin,BEN,2011,17.23,Africa,0.49
Benin,BEN,2018,35.1,Africa,0.507
Bermuda,BMU,2010,6.79,North America,NA
Bhutan,BTN,2018,15.19,Asia,0.667
Bhutan,BTN,2019,10.41,Asia,0.68
Bhutan,BTN,2020,11.97,Asia,0.688
Bolivia,BOL,2000,14.37,South America,0.63
Bolivia,BOL,2001,22.93,South America,0.639
Bolivia,BOL,2002,21.38,South America,0.642
Bolivia,BOL,2004,13.08,South America,0.648
Bolivia,BOL,2005,12.08,South America,0.658
Bolivia,BOL,2006,10.79,South America,0.656
Bolivia,BOL,2007,11.02,South America,0.664
Bolivia,BOL,2008,9.69,South America,0.668
Bolivia,BOL,2009,9.18,South America,0.671
Bolivia,BOL,2011,10.85,South America,0.683
Bolivia,BOL,2012,10.41,South America,0.685
Bolivia,BOL,2013,10.45,South America,0.699
Bolivia,BOL,2014,11.16,South America,0.701
Bolivia,BOL,2015,14.56,South America,0.704
Bolivia,BOL,2016,10.79,South America,0.714
Bolivia,BOL,2017,11.58,South America,0.715
Bolivia,BOL,2018,10.83,South America,0.722
Bolivia,BOL,2019,10.24,South America,0.728
Bolivia,BOL,2020,13.7,South America,0.697
Bosnia and Herzegovina,BIH,2001,32.45,Europe,0.677
Bosnia and Herzegovina,BIH,2006,35.49,Europe,0.701
Bosnia and Herzegovina,BIH,2007,32.36,Europe,0.709
Bosnia and Herzegovina,BIH,2008,27.37,Europe,0.719
Bosnia and Herzegovina,BIH,2009,26.63,Europe,0.722
Bosnia and Herzegovina,BIH,2010,28.73,Europe,0.725
Bosnia and Herzegovina,BIH,2011,28.3,Europe,0.731
Bosnia and Herzegovina,BIH,2012,28.92,Europe,0.742
Bosnia and Herzegovina,BIH,2013,26.63,Europe,0.756
Bosnia and Herzegovina,BIH,2014,27.1,Europe,0.765
Bosnia and Herzegovina,BIH,2015,28.35,Europe,0.769
Bosnia and Herzegovina,BIH,2016,27.09,Europe,0.776
Bosnia and Herzegovina,BIH,2017,25.51,Europe,0.78
Bosnia and Herzegovina,BIH,2018,22.61,Europe,0.785
Bosnia and Herzegovina,BIH,2019,22.6,Europe,0.788
Bosnia and Herzegovina,BIH,2020,21.81,Europe,0.783
Botswana,BWA,2006,42.34,Africa,0.627
Botswana,BWA,2009,35.67,Africa,0.644
Botswana,BWA,2019,31.98,Africa,0.718
Botswana,BWA,2020,37.14,Africa,0.718
Brazil,BRA,2001,19.65,South America,0.694
Brazil,BRA,2002,19.24,South America,0.7
Brazil,BRA,2003,19.28,South America,0.705
Brazil,BRA,2004,18.99,South America,0.712
Brazil,BRA,2005,19.07,South America,0.718
Brazil,BRA,2006,19.24,South America,0.725
Brazil,BRA,2007,19.18,South America,0.732
Brazil,BRA,2008,18.32,South America,0.739
Brazil,BRA,2009,18.79,South America,0.742
Brazil,BRA,2011,19.4,South America,0.753
Brazil,BRA,2012,20.54,South America,0.758
Brazil,BRA,2013,20.9,South America,0.762
Brazil,BRA,2014,20.69,South America,0.765
Brazil,BRA,2015,22.1,South America,0.764
Brazil,BRA,2016,23.8,South America,0.765
Brazil,BRA,2017,24.87,South America,0.77
Brazil,BRA,2018,24.6,South America,0.774
Brazil,BRA,2019,23.99,South America,0.776
Brazil,BRA,2020,25.99,South America,0.77
Brunei,BRN,2014,17.11,Asia,0.841
Brunei,BRN,2017,19.97,Asia,0.837
Brunei,BRN,2018,20.72,Asia,0.837
Brunei,BRN,2019,20.09,Asia,0.835
Brunei,BRN,2020,21.43,Asia,0.836
Bulgaria,BGR,2003,28.29,Europe,0.762
Bulgaria,BGR,2004,24.37,Europe,0.769
Bulgaria,BGR,2005,25.05,Europe,0.775
Bulgaria,BGR,2006,22.24,Europe,0.779
Bulgaria,BGR,2007,19.14,Europe,0.785
Bulgaria,BGR,2008,17.4,Europe,0.791
Bulgaria,BGR,2009,19.45,Europe,0.793
Bulgaria,BGR,2010,21.03,Europe,0.799
Bulgaria,BGR,2011,21.81,Europe,0.803
Bulgaria,BGR,2012,21.53,Europe,0.807
Bulgaria,BGR,2013,21.6,Europe,0.815
Bulgaria,BGR,2014,20.24,Europe,0.819
Bulgaria,BGR,2015,19.28,Europe,0.824
Bulgaria,BGR,2016,18.2,Europe,0.827
Bulgaria,BGR,2017,15.31,Europe,0.829
Bulgaria,BGR,2018,15.04,Europe,0.832
Bulgaria,BGR,2019,13.72,Europe,0.835
Bulgaria,BGR,2020,14.44,Europe,0.826
Burkina Faso,BFA,2018,41,Africa,0.449
Burundi,BDI,2006,11.3,Africa,0.376
Burundi,BDI,2014,5.07,Africa,0.431
Burundi,BDI,2017,6.19,Africa,0.434
Burundi,BDI,2020,11.17,Africa,0.435
Cambodia,KHM,2000,10.34,Asia,0.438
Cambodia,KHM,2001,6.13,Asia,0.453
Cambodia,KHM,2003,10.32,Asia,0.488
Cambodia,KHM,2007,8.05,Asia,0.534
Cambodia,KHM,2008,8.63,Asia,0.539
Cambodia,KHM,2009,7.13,Asia,0.539
Cambodia,KHM,2010,5.31,Asia,0.543
Cambodia,KHM,2011,5.1,Asia,0.547
Cambodia,KHM,2012,12.72,Asia,0.551
Cambodia,KHM,2013,6.34,Asia,0.554
Cambodia,KHM,2014,6.32,Asia,0.557
Cambodia,KHM,2015,6.59,Asia,0.562
Cambodia,KHM,2016,6.41,Asia,0.57
Cambodia,KHM,2017,6.46,Asia,0.578
Cambodia,KHM,2019,11.38,Asia,0.593
Cameroon,CMR,2007,11.12,Africa,0.485
Cameroon,CMR,2010,10.79,Africa,0.529
Cameroon,CMR,2014,17.01,Africa,0.566
Canada,CAN,2000,13.9,North America,0.894
Canada,CAN,2001,13.33,North America,0.897
Canada,CAN,2002,13.22,North America,0.899
Canada,CAN,2003,13.19,North America,0.902
Canada,CAN,2004,13.09,North America,0.906
Canada,CAN,2005,12.78,North America,0.909
Canada,CAN,2006,12.37,North America,0.913
Canada,CAN,2007,12.32,North America,0.914
Canada,CAN,2008,12.74,North America,0.916
Canada,CAN,2009,14.36,North America,0.915
Canada,CAN,2010,14.1,North America,0.918
Canada,CAN,2011,13.62,North America,0.921
Canada,CAN,2012,13.79,North America,0.927
Canada,CAN,2013,13.48,North America,0.93
Canada,CAN,2014,13.9,North America,0.932
Canada,CAN,2015,13.82,North America,0.932
Canada,CAN,2016,13.5,North America,0.933
Canada,CAN,2017,12.58,North America,0.935
Canada,CAN,2018,12.84,North America,0.935
Canada,CAN,2019,12.36,North America,0.937
Canada,CAN,2020,17.93,North America,0.931
Cape Verde,CPV,2017,31.4,Africa,0.663
Cape Verde,CPV,2018,30.25,Africa,0.663
Cape Verde,CPV,2019,27.99,Africa,0.667
Chad,TCD,2018,37.05,Africa,0.402
Chile,CHL,2000,24.03,South America,0.771
Chile,CHL,2003,20.54,South America,0.789
Chile,CHL,2006,19.89,South America,0.804
Chile,CHL,2009,23.2,South America,0.819
Chile,CHL,2010,19.16,South America,0.823
Chile,CHL,2011,19.17,South America,0.823
Chile,CHL,2012,17.86,South America,0.832
Chile,CHL,2013,18.31,South America,0.845
Chile,CHL,2014,18.63,South America,0.849
Chile,CHL,2015,19.15,South America,0.855
Chile,CHL,2016,17.1,South America,0.859
Chile,CHL,2017,16.52,South America,0.862
Chile,CHL,2018,15.82,South America,0.866
Chile,CHL,2019,16.5,South America,0.867
Chile,CHL,2020,20.52,South America,0.856
Colombia,COL,2002,29.94,South America,0.684
Colombia,COL,2003,28.09,South America,0.691
Colombia,COL,2004,28.74,South America,0.699
Colombia,COL,2005,27.72,South America,0.711
Colombia,COL,2007,26.69,South America,0.724
Colombia,COL,2008,25.54,South America,0.731
Colombia,COL,2009,24.96,South America,0.736
Colombia,COL,2010,23.44,South America,0.741
Colombia,COL,2011,23.03,South America,0.747
Colombia,COL,2012,22.53,South America,0.748
Colombia,COL,2013,22.08,South America,0.76
Colombia,COL,2014,21.4,South America,0.763
Colombia,COL,2015,21.14,South America,0.767
Colombia,COL,2016,21.13,South America,0.772
Colombia,COL,2017,21.84,South America,0.774
Colombia,COL,2018,22.84,South America,0.775
Colombia,COL,2019,23.92,South America,0.777
Comoros,COM,2004,37.17,Africa,0.492
Comoros,COM,2014,27.58,Africa,0.56
Congo,COG,2005,29.87,Africa,0.569
Congo,COG,2009,22.27,Africa,0.602
Costa Rica,CRI,2001,21.96,North America,0.726
Costa Rica,CRI,2002,20.76,North America,0.73
Costa Rica,CRI,2003,21.62,North America,0.736
Costa Rica,CRI,2004,20.17,North America,0.741
Costa Rica,CRI,2005,18.66,North America,0.748
Costa Rica,CRI,2006,18.47,North America,0.755
Costa Rica,CRI,2007,17.47,North America,0.76
Costa Rica,CRI,2008,17.32,North America,0.769
Costa Rica,CRI,2009,19.64,North America,0.773
Costa Rica,CRI,2010,19.09,North America,0.776
Costa Rica,CRI,2011,21.14,North America,0.783
Costa Rica,CRI,2012,17.57,North America,0.789
Costa Rica,CRI,2013,17.97,North America,0.795
Costa Rica,CRI,2014,18.31,North America,0.802
Costa Rica,CRI,2015,18.65,North America,0.803
Costa Rica,CRI,2016,20.45,North America,0.805
Costa Rica,CRI,2017,19.96,North America,0.809
Costa Rica,CRI,2018,18.68,North America,0.813
Costa Rica,CRI,2019,17.58,North America,0.821
Costa Rica,CRI,2020,19.95,North America,0.819
Cote d'Ivoire,CIV,2012,22.76,Africa,0.478
Cote d'Ivoire,CIV,2013,17.51,Africa,0.487
Cote d'Ivoire,CIV,2016,25.76,Africa,0.53
Cote d'Ivoire,CIV,2017,34.83,Africa,0.539
Cote d'Ivoire,CIV,2019,21.92,Africa,0.552
Croatia,HRV,2005,16.72,Europe,0.814
Croatia,HRV,2006,14.18,Europe,0.819
Croatia,HRV,2007,12.87,Europe,0.825
Croatia,HRV,2008,11.62,Europe,0.827
Croatia,HRV,2009,13.43,Europe,0.826
Croatia,HRV,2010,15.67,Europe,0.831
Croatia,HRV,2011,16.22,Europe,0.836
Croatia,HRV,2012,16.59,Europe,0.839
Croatia,HRV,2013,19.63,Europe,0.846
Croatia,HRV,2014,19.33,Europe,0.848
Croatia,HRV,2015,18.12,Europe,0.852
Croatia,HRV,2016,16.9,Europe,0.856
Croatia,HRV,2017,15.35,Europe,0.862
Croatia,HRV,2018,13.57,Europe,0.867
Croatia,HRV,2019,11.78,Europe,0.872
Croatia,HRV,2020,12.24,Europe,0.867
Curacao,CUW,2018,5.06,North America,NA
Curacao,CUW,2020,17.46,North America,NA
Cyprus,CYP,2000,10.05,Europe,0.808
Cyprus,CYP,2001,7.77,Europe,0.815
Cyprus,CYP,2002,8.38,Europe,0.827
Cyprus,CYP,2003,8.93,Europe,0.835
Cyprus,CYP,2004,21.79,Europe,0.84
Cyprus,CYP,2005,19.52,Europe,0.844
Cyprus,CYP,2006,10.73,Europe,0.85
Cyprus,CYP,2007,8.99,Europe,0.855
Cyprus,CYP,2008,9.65,Europe,0.862
Cyprus,CYP,2009,9.9,Europe,0.867
Cyprus,CYP,2010,11.68,Europe,0.869
Cyprus,CYP,2011,14.64,Europe,0.872
Cyprus,CYP,2012,15.98,Europe,0.872
Cyprus,CYP,2013,18.67,Europe,0.873
Cyprus,CYP,2014,17.01,Europe,0.875
Cyprus,CYP,2015,15.3,Europe,0.882
Cyprus,CYP,2016,16.02,Europe,0.888
Cyprus,CYP,2017,16.09,Europe,0.897
Cyprus,CYP,2018,13.21,Europe,0.902
Cyprus,CYP,2019,13.66,Europe,0.907
Cyprus,CYP,2020,14.36,Europe,0.905
Czechia,CZE,2002,14.63,Europe,0.835
Czechia,CZE,2003,13.96,Europe,0.842
Czechia,CZE,2004,13.82,Europe,0.848
Czechia,CZE,2005,13.41,Europe,0.856
Czechia,CZE,2006,9.49,Europe,0.864
Czechia,CZE,2007,7.1,Europe,0.87
Czechia,CZE,2008,6.82,Europe,0.873
Czechia,CZE,2009,8.61,Europe,0.875
Czechia,CZE,2010,9.04,Europe,0.88
Czechia,CZE,2011,8.72,Europe,0.883
Czechia,CZE,2012,9.23,Europe,0.885
Czechia,CZE,2013,9.45,Europe,0.892
Czechia,CZE,2014,8.42,Europe,0.898
Czechia,CZE,2015,7.72,Europe,0.9
Czechia,CZE,2016,7.15,Europe,0.902
Czechia,CZE,2017,6.4,Europe,0.904
Czechia,CZE,2018,5.74,Europe,0.901
Czechia,CZE,2019,5.82,Europe,0.903
Czechia,CZE,2020,6.68,Europe,0.898
Democratic Republic of Congo,COD,2005,18.46,Africa,0.408
Democratic Republic of Congo,COD,2012,21.36,Africa,0.451
Democratic Republic of Congo,COD,2020,31.37,Africa,0.506
Denmark,DNK,2003,5.44,Europe,0.907
Denmark,DNK,2004,5.45,Europe,0.912
Denmark,DNK,2005,4.31,Europe,0.917
Denmark,DNK,2006,3.62,Europe,0.917
Denmark,DNK,2007,4.3,Europe,0.918
Denmark,DNK,2008,5.18,Europe,0.922
Denmark,DNK,2009,6.48,Europe,0.915
Denmark,DNK,2010,6.86,Europe,0.92
Denmark,DNK,2011,7.19,Europe,0.934
Denmark,DNK,2012,7.35,Europe,0.938
Denmark,DNK,2013,6.63,Europe,0.941
Denmark,DNK,2014,6.39,Europe,0.939
Denmark,DNK,2015,7.03,Europe,0.943
Denmark,DNK,2016,6.72,Europe,0.951
Denmark,DNK,2017,7.58,Europe,0.951
Denmark,DNK,2018,7.68,Europe,0.95
Denmark,DNK,2019,7.72,Europe,0.953
Denmark,DNK,2020,7.44,Europe,0.954
Djibouti,DJI,2017,22.82,Africa,0.484
Dominican Republic,DOM,2000,19.85,North America,0.658
Dominican Republic,DOM,2001,21.09,North America,0.663
Dominican Republic,DOM,2002,20.51,North America,0.668
Dominican Republic,DOM,2003,21.13,North America,0.67
Dominican Republic,DOM,2004,20.8,North America,0.673
Dominican Republic,DOM,2005,20.51,North America,0.683
Dominican Republic,DOM,2006,19.54,North America,0.691
Dominican Republic,DOM,2007,19.3,North America,0.698
Dominican Republic,DOM,2008,19.29,North America,0.704
Dominican Republic,DOM,2009,21.74,North America,0.707
Dominican Republic,DOM,2010,21.01,North America,0.715
Dominican Republic,DOM,2011,20.08,North America,0.721
Dominican Republic,DOM,2012,20.35,North America,0.727
Dominican Republic,DOM,2013,20.96,North America,0.731
Dominican Republic,DOM,2014,19.65,North America,0.737
Dominican Republic,DOM,2015,25.23,North America,0.747
Dominican Republic,DOM,2016,25.37,North America,0.766
Dominican Republic,DOM,2017,24.34,North America,0.77
Dominican Republic,DOM,2018,24.5,North America,0.773
Dominican Republic,DOM,2019,24.77,North America,0.771
Dominican Republic,DOM,2020,37.7,North America,0.767
East Timor,TLS,2007,25.89,Asia,0.609
East Timor,TLS,2010,19.04,Asia,0.645
East Timor,TLS,2013,16.72,Asia,0.646
East Timor,TLS,2016,20.95,Asia,0.618
Ecuador,ECU,2000,20.96,South America,0.683
Ecuador,ECU,2001,18.03,South America,0.691
Ecuador,ECU,2003,21.03,South America,0.703
Ecuador,ECU,2004,18.43,South America,0.709
Ecuador,ECU,2005,17.46,South America,0.714
Ecuador,ECU,2006,17.05,South America,0.718
Ecuador,ECU,2007,16.37,South America,0.722
Ecuador,ECU,2008,16.14,South America,0.729
Ecuador,ECU,2009,16.5,South America,0.731
Ecuador,ECU,2010,15.66,South America,0.737
Ecuador,ECU,2011,16.43,South America,0.743
Ecuador,ECU,2012,16.55,South America,0.75
Ecuador,ECU,2013,17.36,South America,0.755
Ecuador,ECU,2014,20.23,South America,0.76
Ecuador,ECU,2015,19.81,South America,0.764
Ecuador,ECU,2016,18.44,South America,0.761
Ecuador,ECU,2017,17.56,South America,0.764
Ecuador,ECU,2018,17.67,South America,0.767
Ecuador,ECU,2019,17.52,South America,0.765
Egypt,EGY,2008,29.66,Africa,0.665
Egypt,EGY,2009,29.9,Africa,0.671
Egypt,EGY,2010,33.08,Africa,0.677
Egypt,EGY,2011,32.1,Africa,0.68
Egypt,EGY,2012,31.55,Africa,0.689
Egypt,EGY,2013,28.4,Africa,0.695
Egypt,EGY,2014,26.28,Africa,0.699
Egypt,EGY,2015,27.61,Africa,0.706
Egypt,EGY,2016,27.61,Africa,0.713
Egypt,EGY,2017,26.9,Africa,0.72
Egypt,EGY,2018,27.09,Africa,0.728
Egypt,EGY,2019,27.96,Africa,0.736
Egypt,EGY,2020,30.16,Africa,0.736
El Salvador,SLV,2009,28.93,North America,0.653
El Salvador,SLV,2010,27.21,North America,0.66
El Salvador,SLV,2011,25.91,North America,0.662
El Salvador,SLV,2012,26.03,North America,0.666
El Salvador,SLV,2013,25.35,North America,0.668
El Salvador,SLV,2014,28.5,North America,0.668
El Salvador,SLV,2015,28.54,North America,0.667
El Salvador,SLV,2016,28.22,North America,0.666
El Salvador,SLV,2017,28.4,North America,0.665
El Salvador,SLV,2018,27.15,North America,0.67
El Salvador,SLV,2019,27.94,North America,0.67
El Salvador,SLV,2020,25.17,North America,0.66
Estonia,EST,2003,12.12,Europe,0.824
Estonia,EST,2004,15.56,Europe,0.834
Estonia,EST,2005,10.94,Europe,0.847
Estonia,EST,2006,9.18,Europe,0.855
Estonia,EST,2007,9.38,Europe,0.859
Estonia,EST,2008,9.17,Europe,0.864
Estonia,EST,2009,14.62,Europe,0.863
Estonia,EST,2010,14.07,Europe,0.868
Estonia,EST,2011,11.54,Europe,0.877
Estonia,EST,2012,12.3,Europe,0.88
Estonia,EST,2013,11.42,Europe,0.887
Estonia,EST,2014,12.04,Europe,0.885
Estonia,EST,2015,10.84,Europe,0.888
Estonia,EST,2016,9.2,Europe,0.89
Estonia,EST,2017,9.42,Europe,0.894
Estonia,EST,2018,9.85,Europe,0.897
Estonia,EST,2019,6.94,Europe,0.901
Estonia,EST,2020,8.84,Europe,0.901
Eswatini,SWZ,2016,35.5,Africa,0.619
Ethiopia,ETH,2013,10.48,Africa,0.441
Fiji,FJI,2005,20.55,Oceania,0.681
Fiji,FJI,2011,18.4,Oceania,0.701
Fiji,FJI,2014,19.09,Oceania,0.712
Fiji,FJI,2016,20.09,Oceania,0.719
Finland,FIN,2003,10.96,Europe,0.915
Finland,FIN,2004,9.78,Europe,0.911
Finland,FIN,2005,8.09,Europe,0.914
Finland,FIN,2006,7.86,Europe,0.917
Finland,FIN,2007,7.09,Europe,0.92
Finland,FIN,2008,7.95,Europe,0.921
Finland,FIN,2009,9.84,Europe,0.916
Finland,FIN,2010,9.02,Europe,0.92
Finland,FIN,2011,8.43,Europe,0.924
Finland,FIN,2012,8.56,Europe,0.924
Finland,FIN,2013,9.3,Europe,0.934
Finland,FIN,2014,10.17,Europe,0.936
Finland,FIN,2015,10.56,Europe,0.938
Finland,FIN,2016,9.92,Europe,0.94
Finland,FIN,2017,9.4,Europe,0.942
Finland,FIN,2018,8.52,Europe,0.945
Finland,FIN,2019,8.16,Europe,0.947
Finland,FIN,2020,9.25,Europe,0.947
France,FRA,2003,9.52,Europe,0.862
France,FRA,2004,10.69,Europe,0.869
France,FRA,2005,11.35,Europe,0.877
France,FRA,2006,11.78,Europe,0.881
France,FRA,2007,11,Europe,0.884
France,FRA,2008,10.87,Europe,0.884
France,FRA,2009,14.34,Europe,0.883
France,FRA,2010,12.88,Europe,0.888
France,FRA,2011,12.41,Europe,0.892
France,FRA,2012,12.84,Europe,0.893
France,FRA,2013,13.43,Europe,0.896
France,FRA,2014,13.5,Europe,0.9
France,FRA,2015,13.97,Europe,0.901
France,FRA,2016,13.94,Europe,0.905
France,FRA,2017,13.43,Europe,0.908
France,FRA,2018,13.08,Europe,0.911
France,FRA,2019,12.62,Europe,0.914
France,FRA,2020,12.7,Europe,0.909
Gambia,GMB,2012,34,Africa,0.469
Gambia,GMB,2018,29.44,Africa,0.5
Georgia,GEO,2012,32.56,Asia,0.789
Georgia,GEO,2013,30.95,Asia,0.796
Georgia,GEO,2014,28.77,Asia,0.802
Georgia,GEO,2015,27.44,Asia,0.807
Georgia,GEO,2016,26.82,Asia,0.809
Georgia,GEO,2017,24.76,Asia,0.816
Georgia,GEO,2018,26.85,Asia,0.824
Georgia,GEO,2019,26,Asia,0.83
Georgia,GEO,2020,24.91,Asia,0.822
Germany,DEU,2003,10.03,Europe,0.914
Germany,DEU,2004,10.08,Europe,0.923
Germany,DEU,2005,11.28,Europe,0.923
Germany,DEU,2006,10.06,Europe,0.927
Germany,DEU,2007,9.3,Europe,0.931
Germany,DEU,2008,8.43,Europe,0.933
Germany,DEU,2009,8.8,Europe,0.933
Germany,DEU,2010,8.3,Europe,0.936
Germany,DEU,2011,7.49,Europe,0.942
Germany,DEU,2012,7.1,Europe,0.944
Germany,DEU,2013,6.25,Europe,0.945
Germany,DEU,2014,6.36,Europe,0.949
Germany,DEU,2015,6.17,Europe,0.948
Germany,DEU,2016,6.69,Europe,0.949
Germany,DEU,2017,6.26,Europe,0.951
Germany,DEU,2018,5.9,Europe,0.952
Germany,DEU,2019,5.66,Europe,0.957
Germany,DEU,2020,7.42,Europe,0.955
Ghana,GHA,2000,30.37,Africa,0.487
Ghana,GHA,2006,26.92,Africa,0.524
Ghana,GHA,2010,20.25,Africa,0.558
Ghana,GHA,2013,14.13,Africa,0.582
Ghana,GHA,2015,25.56,Africa,0.588
Ghana,GHA,2017,23,Africa,0.594
Greece,GRC,2000,24.96,Europe,0.828
Greece,GRC,2001,24.51,Europe,0.837
Greece,GRC,2002,24,Europe,0.836
Greece,GRC,2003,29.11,Europe,0.842
Greece,GRC,2004,24.52,Europe,0.851
Greece,GRC,2005,22.44,Europe,0.863
Greece,GRC,2006,13.33,Europe,0.871
Greece,GRC,2007,13.05,Europe,0.866
Greece,GRC,2008,13.1,Europe,0.871
Greece,GRC,2009,13.47,Europe,0.874
Greece,GRC,2010,15.77,Europe,0.876
Greece,GRC,2011,18.31,Europe,0.874
Greece,GRC,2012,21.13,Europe,0.874
Greece,GRC,2013,21.24,Europe,0.879
Greece,GRC,2014,19.87,Europe,0.886
Greece,GRC,2015,17.9,Europe,0.888
Greece,GRC,2016,16.24,Europe,0.884
Greece,GRC,2017,15.88,Europe,0.887
Greece,GRC,2018,14.69,Europe,0.893
